requested_amount,purpose,credit_score,credit_utilization,payment_history_percent,derogatory_marks,hard_inquiries,total_accounts,oldest_account_years,annual_income,employment_length_months,debt_to_income,monthly_debt_payments,target
1331.0,radio/tv,641,0.2434,0.7944,3,1,6,0.9,26097.84,0,0.4095,890.69,bad
2278.0,new car,419,0.6869,0.5759,5,4,4,4.5,25544.05,0,0.5521,1175.2,bad
5003.0,new car,644,0.2787,0.8209,3,0,4,5.0,29960.06,28,0.2779,693.81,bad
3552.0,furniture/equipment,448,0.6682,0.6363,3,1,4,7.4,28821.14,57,0.4608,1106.68,bad
1928.0,furniture/equipment,764,0.2115,0.9083,0,0,7,1.1,19421.03,10,0.2291,370.7,bad
2964.0,used car,690,0.2699,0.7455,2,1,8,8.3,42515.6,111,0.2687,952.14,good
1546.0,radio/tv,558,0.5055,0.6689,1,1,4,5.7,16471.05,54,0.3276,449.6,bad
683.0,radio/tv,728,0.2581,0.8754,0,0,4,2.1,34862.64,12,0.243,706.02,good
12389.0,new car,540,0.5808,0.7126,2,1,4,5.7,35943.27,10,0.422,1264.1,bad
4712.0,business,634,0.2924,0.7685,0,1,6,4.2,72740.95,27,0.2978,1805.36,good
1553.0,radio/tv,695,0.385,0.8163,2,2,8,4.2,18624.0,64,0.2836,440.17,good
1372.0,new car,575,0.4322,0.7308,1,3,2,3.1,44785.9,51,0.3869,1443.94,bad
2578.0,radio/tv,847,0.1883,0.9379,0,0,4,2.8,43338.83,123,0.0876,316.48,good
3979.0,radio/tv,683,0.2177,0.842,2,0,6,1.4,41994.94,56,0.3026,1059.12,good
6758.0,radio/tv,446,0.642,0.524,3,1,2,2.6,26209.42,12,0.5087,1111.03,bad
3234.0,furniture/equipment,453,0.6263,0.5883,4,2,3,6.3,16631.76,0,0.4385,607.81,bad
5954.0,radio/tv,785,0.0249,0.979,0,0,4,4.2,43774.84,69,0.176,642.09,good
5433.0,used car,793,0.1323,0.9328,0,0,5,9.9,73118.32,0,0.1105,673.24,good
806.0,business,522,0.6221,0.656,1,0,4,6.8,12109.24,12,0.536,540.9,good
1082.0,radio/tv,649,0.3243,0.8239,0,1,8,7.3,14634.84,130,0.2806,342.2,good
2788.0,furniture/equipment,790,0.2328,0.8972,1,0,5,5.9,38449.58,60,0.2225,712.82,good
2930.0,radio/tv,777,0.1749,0.8667,0,1,4,3.2,45287.0,61,0.1699,641.03,good
1927.0,education,769,0.1682,0.9433,3,0,7,3.0,35972.95,40,0.1095,328.32,good
2820.0,new car,387,0.6972,0.5417,3,2,4,7.2,21255.21,0,0.5884,1042.13,bad
937.0,retraining,725,0.2228,0.8204,1,0,8,5.4,20999.92,13,0.2261,395.68,good
1056.0,new car,716,0.2683,0.8157,0,1,4,7.2,38185.9,118,0.2632,837.46,bad
3124.0,new car,717,0.3448,0.808,1,5,9,7.1,23269.51,0,0.247,478.88,good
1388.0,furniture/equipment,700,0.281,0.835,0,0,3,4.8,29281.1,28,0.2966,723.67,good
2384.0,repairs,389,0.6804,0.5493,7,0,3,1.7,13466.5,0,0.58,650.86,bad
2133.0,new car,788,0.1517,0.9504,0,0,5,6.9,98317.25,131,0.1765,1446.14,good
2039.0,furniture/equipment,494,0.5575,0.5736,1,1,4,7.7,36896.03,32,0.4553,1399.77,bad
2799.0,new car,572,0.4226,0.7281,5,1,6,4.2,37887.57,28,0.3341,1054.85,good
1289.0,furniture/equipment,690,0.2883,0.8197,2,0,4,1.5,21410.7,15,0.2625,468.35,good
1217.0,domestic appliance,584,0.3337,0.7165,1,2,3,3.8,28319.38,19,0.3173,748.86,bad
2246.0,furniture/equipment,785,0.2706,0.9115,1,1,4,4.7,35512.08,133,0.1928,570.57,bad
385.0,radio/tv,744,0.1539,0.8407,1,0,10,7.5,29221.81,49,0.202,491.98,good
1965.0,new car,549,0.4452,0.7025,2,1,6,6.6,41544.0,23,0.334,1156.4,good
1572.0,business,795,0.2029,0.937,0,1,3,8.0,27792.24,118,0.1753,405.99,good
2718.0,new car,458,0.6519,0.5827,1,6,3,6.4,14368.19,6,0.5259,629.68,bad
1358.0,other,700,0.311,0.8258,1,0,5,4.4,76161.27,125,0.2911,1847.27,bad
931.0,new car,502,0.5334,0.6701,2,2,4,0.5,25134.24,0,0.4486,939.52,bad
1442.0,new car,397,0.7867,0.5467,2,3,5,4.3,28284.6,37,0.5733,1351.27,bad
4241.0,business,614,0.435,0.793,1,2,8,8.8,24556.13,23,0.3708,758.74,bad
2775.0,new car,780,0.1962,0.9279,1,0,7,3.5,41564.74,69,0.2023,700.79,bad
3863.0,business,743,0.0138,0.9369,0,1,2,5.2,42710.65,32,0.1532,545.14,good
2329.0,radio/tv,788,0.2073,0.9169,0,0,3,2.2,40812.22,14,0.1687,573.9,good
918.0,furniture/equipment,608,0.4469,0.7234,2,1,3,3.5,30176.98,19,0.3708,932.36,bad
1837.0,education,390,0.7256,0.5854,4,1,4,11.1,19314.75,46,0.6137,987.82,bad
3349.0,furniture/equipment,653,0.2821,0.8162,0,0,4,5.1,68815.84,9,0.2518,1444.27,bad
1275.0,furniture/equipment,647,0.3342,0.7041,2,0,2,2.7,37186.87,0,0.3641,1128.37,good
2828.0,furniture/equipment,463,0.6247,0.6448,0,3,4,6.0,28314.4,5,0.493,1163.29,good
4526.0,business,805,0.0499,0.9841,0,0,3,5.6,100419.45,37,0.1611,1348.53,good
2671.0,radio/tv,461,0.5721,0.6321,0,0,5,7.3,34315.67,13,0.4619,1320.74,bad
2051.0,radio/tv,738,0.1461,0.9089,0,0,4,1.8,34313.27,0,0.1866,533.56,good
1300.0,used car,799,0.1099,0.9267,0,0,5,10.8,48614.43,118,0.1243,503.46,good
741.0,domestic appliance,534,0.4678,0.6679,3,2,2,6.2,26583.1,0,0.4502,997.23,bad
1240.0,new car,684,0.2833,0.8544,3,0,6,7.9,29373.33,118,0.2058,503.71,bad
3357.0,radio/tv,517,0.4489,0.6556,0,2,4,2.3,37440.38,0,0.4278,1334.7,good
3632.0,used car,698,0.2582,0.8677,2,0,4,8.4,28010.64,17,0.2501,583.71,good
1808.0,furniture/equipment,792,0.1384,0.9303,1,2,2,1.1,36297.51,59,0.2332,705.33,bad
12204.0,business,507,0.6217,0.6319,6,2,4,3.1,73066.89,37,0.4646,2829.14,good
9157.0,radio/tv,582,0.4156,0.7059,0,0,7,4.0,51879.54,25,0.4301,1859.5,good
3676.0,new car,600,0.4825,0.7514,1,2,6,4.8,36073.01,29,0.3616,1087.08,good
3441.0,furniture/equipment,484,0.5013,0.6518,4,4,3,4.0,42072.11,19,0.4803,1684.02,bad
640.0,new car,714,0.3131,0.7873,2,1,2,4.7,23759.65,42,0.2513,497.58,good
3652.0,business,807,0.1862,0.9423,0,0,6,6.1,31051.56,58,0.2613,676.02,good
1530.0,new car,684,0.2649,0.8146,3,1,6,1.1,50994.82,42,0.2751,1168.86,bad
3914.0,business,633,0.4211,0.7666,5,2,3,3.1,45529.14,7,0.2915,1106.14,bad
1858.0,furniture/equipment,434,0.5475,0.6489,2,2,4,0.5,23744.09,0,0.5099,1008.87,good
2600.0,radio/tv,546,0.4319,0.7034,3,0,5,8.1,50048.33,24,0.4043,1686.41,bad
1979.0,radio/tv,817,0.1112,0.9858,0,0,2,3.2,47474.86,129,0.0779,308.31,good
2116.0,furniture/equipment,821,0.1545,0.9741,0,1,5,4.3,56277.99,38,0.1495,701.22,good
1437.0,new car,634,0.3678,0.7551,2,0,3,4.3,44571.34,69,0.3324,1234.67,bad
4042.0,furniture/equipment,798,0.2167,0.957,0,0,4,9.8,39960.57,20,0.1944,647.2,good
3832.0,education,837,0.1354,0.9774,1,0,4,8.4,37783.98,136,0.1214,382.23,good
3660.0,radio/tv,535,0.5203,0.697,4,3,2,7.0,34228.55,19,0.3567,1017.46,good
1553.0,furniture/equipment,467,0.6382,0.6305,0,2,3,5.3,34632.07,11,0.5112,1475.41,bad
1444.0,radio/tv,747,0.2806,0.9144,0,0,2,0.5,29155.15,2,0.3106,754.57,good
1980.0,furniture/equipment,666,0.3035,0.8143,0,0,5,4.6,21212.03,0,0.2258,399.2,bad
1355.0,new car,499,0.539,0.6581,1,1,3,9.9,14680.28,0,0.4579,560.2,bad
1393.0,education,639,0.3941,0.7794,0,1,8,8.7,37730.29,121,0.3586,1127.35,good
1376.0,radio/tv,806,0.1301,0.9058,1,0,3,1.6,45772.79,75,0.2306,879.48,good
15653.0,radio/tv,602,0.3827,0.7949,3,0,4,6.6,33500.42,57,0.3185,889.12,good
1493.0,radio/tv,698,0.2772,0.8281,1,1,4,8.0,29018.09,3,0.2113,510.87,good
4370.0,radio/tv,472,0.6378,0.6353,3,2,5,2.3,31420.35,55,0.4135,1082.77,bad
750.0,education,487,0.6294,0.6428,9,3,8,1.3,12000.0,0,0.4579,457.92,bad
1308.0,repairs,575,0.5116,0.7259,2,1,4,7.7,23902.82,123,0.3212,639.78,good
4623.0,education,752,0.1549,0.9604,1,0,2,4.7,73106.69,25,0.2268,1381.74,bad
1851.0,radio/tv,824,0.0376,0.9676,0,0,6,5.1,40523.93,68,0.1921,648.86,good
1880.0,radio/tv,728,0.1146,0.8848,1,0,6,0.5,90815.74,70,0.2575,1948.45,good
7980.0,business,695,0.2665,0.755,2,2,5,6.5,33531.62,0,0.2515,702.87,bad
4583.0,furniture/equipment,526,0.5374,0.6511,3,2,5,2.7,41822.38,11,0.4021,1401.42,good
1386.0,new car,741,0.1834,0.9096,2,1,3,3.2,47006.13,37,0.1989,779.11,bad
947.0,new car,534,0.5367,0.748,2,2,4,6.1,38933.62,52,0.3608,1170.45,bad
684.0,education,449,0.7053,0.625,2,3,4,6.7,13470.52,0,0.464,520.82,bad
7476.0,education,414,0.7306,0.5414,2,5,3,0.5,66811.09,44,0.6164,3432.06,good
1922.0,furniture/equipment,655,0.333,0.8279,3,1,4,3.6,13325.01,20,0.2832,314.49,bad
2303.0,new car,482,0.5351,0.6709,3,0,2,1.9,46016.61,126,0.5453,2091.25,bad
8086.0,new car,510,0.6043,0.6706,5,4,10,6.9,51636.36,116,0.4384,1886.64,bad
2346.0,used car,798,0.0823,0.9815,0,0,6,4.4,48018.78,52,0.161,644.26,good
3973.0,new car,506,0.4946,0.6981,0,1,4,5.8,26494.51,0,0.3983,879.37,good
888.0,new car,512,0.4629,0.6287,0,5,3,8.0,20123.55,107,0.5108,856.59,bad
10222.0,radio/tv,766,0.1717,0.8661,1,1,2,5.4,51174.8,73,0.2408,1027.11,good
4221.0,business,410,0.588,0.5916,3,2,4,2.0,34023.38,28,0.5268,1493.56,good
6361.0,furniture/equipment,733,0.1982,0.9316,1,1,3,2.7,51887.42,127,0.1992,861.16,good
1297.0,radio/tv,671,0.2242,0.7861,2,1,6,8.6,41929.95,22,0.3525,1231.85,good
900.0,new car,584,0.4072,0.711,3,2,3,2.1,37782.52,7,0.4041,1272.2,bad
2241.0,furniture/equipment,752,0.2287,0.9624,0,0,4,2.6,32350.76,129,0.1729,465.99,good
1050.0,furniture/equipment,669,0.4438,0.764,0,0,5,2.7,81739.48,0,0.3735,2544.35,good
1047.0,education,785,0.0786,0.8598,0,0,3,8.9,28745.75,15,0.2104,504.06,good
6314.0,other,707,0.3079,0.8031,1,0,10,1.1,61534.35,0,0.327,1676.79,good
3496.0,furniture/equipment,578,0.478,0.7252,1,1,4,2.4,45606.95,19,0.2948,1120.52,good
3609.0,business,599,0.5216,0.6778,1,0,2,0.5,41483.91,41,0.3085,1066.49,good
4843.0,new car,544,0.4321,0.604,2,5,7,7.7,46435.42,110,0.3946,1526.76,bad
3017.0,radio/tv,769,0.2298,0.9126,0,0,3,9.8,51495.19,143,0.1704,731.2,good
4139.0,business,775,0.1022,0.9156,1,0,6,7.4,31653.46,32,0.2095,552.52,good
5742.0,business,778,0.0996,0.9245,0,1,5,4.0,45202.88,71,0.1139,429.16,good
10366.0,new car,591,0.4377,0.7428,4,0,3,8.6,62716.03,117,0.4059,2121.38,good
2080.0,new car,793,0.0822,0.9402,0,0,3,3.8,41100.01,24,0.1241,425.17,good
2580.0,business,735,0.1523,0.8416,0,0,5,5.2,23648.15,2,0.143,281.9,bad
4530.0,radio/tv,803,0.1814,0.8929,0,1,3,8.3,79583.27,70,0.2026,1343.45,good
5150.0,furniture/equipment,805,0.0992,0.9648,0,0,2,8.5,36869.44,133,0.1511,464.19,good
5595.0,radio/tv,410,0.5863,0.6106,1,0,3,2.4,24221.96,10,0.4776,964.05,bad
2384.0,radio/tv,544,0.5014,0.6717,3,3,2,6.6,28244.53,119,0.3821,899.46,good
1453.0,radio/tv,764,0.1415,0.8951,2,1,5,3.2,36428.81,16,0.2033,617.28,good
1538.0,education,758,0.2663,0.8797,1,0,4,4.2,49628.95,12,0.174,719.69,good
2279.0,radio/tv,806,0.0952,0.9039,0,0,6,9.7,40675.77,13,0.1864,631.67,good
1478.0,radio/tv,688,0.2437,0.8013,0,0,6,4.7,41535.99,17,0.2432,841.72,good
5103.0,radio/tv,744,0.1928,0.8786,1,0,7,5.3,51904.81,12,0.2795,1209.05,good
9857.0,business,647,0.3789,0.7761,2,1,4,5.4,17600.26,49,0.3649,535.22,good
6527.0,new car,545,0.499,0.6942,1,2,5,6.4,40165.17,3,0.3472,1162.01,good
1347.0,radio/tv,842,0.0871,0.9525,0,1,4,3.7,44422.96,71,0.132,488.54,good
2862.0,new car,471,0.6199,0.6347,4,5,3,4.5,27514.69,120,0.413,946.89,good
2753.0,radio/tv,802,0.0764,0.9439,0,0,2,7.0,46502.8,116,0.1948,755.03,good
3651.0,new car,732,0.2215,0.8458,1,1,3,4.5,41051.13,24,0.2592,886.86,good
975.0,furniture/equipment,664,0.3547,0.8045,1,0,6,5.4,32249.11,11,0.2759,741.58,good
2631.0,repairs,609,0.3999,0.7212,3,2,3,2.5,23966.35,33,0.3161,631.33,good
2896.0,radio/tv,721,0.2776,0.7937,2,0,3,1.6,32574.54,0,0.2647,718.63,good
4716.0,new car,770,0.1767,0.9111,1,0,4,6.2,25648.98,0,0.1491,318.68,good
2284.0,radio/tv,831,0.1446,0.9291,0,0,4,3.6,37908.16,60,0.176,555.94,good
1236.0,used car,850,0.0173,0.9061,0,0,5,8.4,50821.92,37,0.1054,446.29,good
1103.0,radio/tv,830,0.2042,0.9575,0,0,6,6.6,46792.34,71,0.1102,429.65,good
926.0,new car,815,0.1196,0.962,0,1,5,3.1,16289.13,0,0.1218,165.35,good
1800.0,radio/tv,775,0.1805,0.9174,1,1,5,2.9,40960.34,23,0.202,689.37,good
1905.0,education,609,0.3565,0.7531,0,2,3,7.3,69575.78,129,0.3984,2310.0,good
1123.0,furniture/equipment,715,0.2244,0.8577,0,0,4,7.1,22501.47,19,0.3003,563.07,bad
6331.0,used car,599,0.4093,0.7908,2,5,7,10.1,50424.3,133,0.3233,1358.39,bad
1377.0,radio/tv,724,0.2466,0.8714,1,0,2,5.8,36385.35,141,0.2296,696.27,good
2503.0,business,560,0.3917,0.6864,0,1,5,2.6,30944.2,117,0.3348,863.37,good
2528.0,business,540,0.5513,0.627,3,4,2,0.5,34267.95,0,0.4962,1416.85,good
5324.0,new car,743,0.2911,0.9272,1,1,3,9.3,39309.89,126,0.2183,715.26,good
6560.0,new car,487,0.5301,0.6436,1,1,4,2.0,26734.48,48,0.51,1136.3,bad
2969.0,furniture/equipment,396,0.7742,0.5284,3,0,6,3.9,27012.73,0,0.5902,1328.59,bad
1206.0,radio/tv,645,0.3746,0.8619,1,0,4,9.0,24582.43,117,0.3344,685.02,good
2118.0,radio/tv,733,0.3545,0.9185,1,1,4,4.0,22856.43,36,0.2398,456.76,good
629.0,radio/tv,809,0.0198,0.9417,0,0,4,7.5,54272.67,129,0.1003,453.75,good
1198.0,education,375,0.7623,0.5532,6,3,3,5.6,27603.97,116,0.6052,1392.22,bad
2476.0,used car,831,0.1713,0.9696,0,0,3,9.5,93789.93,133,0.1116,872.54,good
1138.0,radio/tv,738,0.3021,0.8945,1,0,8,8.9,19091.09,14,0.2681,426.54,good
14027.0,new car,332,0.8171,0.4814,1,2,2,3.9,60302.46,57,0.6028,3029.2,bad
7596.0,used car,837,0.0882,0.9901,0,0,4,9.4,55118.31,129,0.1259,578.08,good
3077.0,radio/tv,812,0.0466,0.9875,0,0,5,6.3,55777.1,137,0.1561,725.42,good
1505.0,radio/tv,788,0.1508,0.8453,0,1,3,3.7,69478.86,23,0.2747,1590.5,good
3148.0,radio/tv,817,0.1524,0.9813,0,0,6,5.8,38177.28,32,0.1163,370.06,good
6148.0,used car,577,0.4678,0.7487,2,1,5,7.0,42597.51,125,0.3376,1198.54,good
1337.0,radio/tv,712,0.2625,0.9066,1,1,4,3.0,88831.2,4,0.2905,2150.58,bad
433.0,education,404,0.7194,0.5605,6,0,3,2.0,31074.55,0,0.569,1473.57,bad
1228.0,new car,486,0.6638,0.545,2,2,3,0.9,14508.53,13,0.4606,556.9,bad
790.0,radio/tv,717,0.1873,0.8744,1,1,3,7.2,29733.14,20,0.3238,802.3,good
2570.0,new car,580,0.5268,0.7172,5,1,3,5.0,38530.25,26,0.3927,1260.98,bad
250.0,new car,793,0.1326,0.8819,0,0,4,3.7,27812.69,27,0.1302,301.81,good
1316.0,radio/tv,827,0.0222,0.982,0,0,4,4.6,26423.19,44,0.0908,199.9,good
1882.0,radio/tv,373,0.8007,0.5249,2,2,5,6.3,31344.26,0,0.5903,1541.94,bad
6416.0,business,323,0.7234,0.4847,4,4,5,3.8,38328.63,101,0.5733,1831.13,bad
1275.0,business,806,0.1198,0.9303,0,0,8,9.7,40916.85,27,0.0915,311.91,good
6403.0,radio/tv,681,0.2744,0.8137,1,1,4,4.5,47570.51,0,0.2107,835.41,good
1987.0,radio/tv,557,0.439,0.7328,3,2,2,7.6,12000.0,19,0.377,377.02,bad
760.0,radio/tv,803,0.0481,0.9375,2,1,3,5.1,21039.03,56,0.1915,335.83,good
2603.0,used car,781,0.2081,1.0,0,0,5,10.4,34149.42,23,0.1014,288.6,good
3380.0,new car,817,0.1161,0.9391,1,0,3,1.4,35863.34,67,0.1535,458.82,good
3990.0,domestic appliance,434,0.6183,0.5572,0,2,4,2.6,12000.0,0,0.5543,554.31,good
11560.0,used car,481,0.6372,0.6449,2,3,5,7.2,41327.95,21,0.4504,1551.21,bad
4380.0,new car,536,0.5147,0.6944,3,1,2,6.0,20838.38,16,0.4312,748.8,good
6761.0,new car,764,0.1051,0.9823,0,0,5,3.1,102656.82,70,0.1374,1175.42,good
4280.0,business,424,0.7449,0.4702,4,4,6,6.1,12000.0,9,0.5456,545.6,bad
2325.0,new car,484,0.5052,0.6125,2,0,6,5.3,22236.38,47,0.4555,844.06,good
1048.0,radio/tv,563,0.4919,0.7432,2,1,3,5.5,14263.53,24,0.3803,452.0,good
3160.0,radio/tv,816,0.0313,0.9081,0,0,3,7.4,40615.32,125,0.2033,688.05,good
2483.0,furniture/equipment,500,0.5609,0.6076,6,1,3,7.7,33253.14,32,0.4936,1367.74,good
14179.0,furniture/equipment,605,0.3591,0.7324,0,0,6,10.2,63104.87,44,0.2713,1426.73,good
1797.0,business,622,0.4465,0.7232,3,1,6,1.4,19056.19,0,0.2806,445.56,good
2511.0,new car,405,0.6722,0.5696,3,1,2,4.6,21881.13,0,0.5202,948.61,good
1274.0,new car,543,0.5593,0.6669,4,1,2,0.5,17201.72,0,0.506,725.29,bad
5248.0,used car,826,0.1348,0.954,0,0,5,5.3,38778.71,16,0.1392,449.94,good
3029.0,used car,833,0.0297,0.973,0,0,4,3.5,37402.54,60,0.0557,173.48,good
428.0,furniture/equipment,676,0.3581,0.8706,3,0,3,0.5,41144.47,130,0.2774,951.14,good
976.0,new car,547,0.5288,0.6845,1,3,3,3.8,17586.16,0,0.4866,713.16,bad
841.0,business,728,0.217,0.8612,1,0,5,8.5,21200.09,72,0.2252,397.89,good
5771.0,radio/tv,757,0.1604,0.9205,0,0,5,2.8,34721.41,61,0.2018,583.83,good
1555.0,repairs,801,0.1334,0.9393,0,1,4,8.3,48010.83,134,0.145,580.06,bad
1285.0,new car,452,0.6458,0.6247,1,3,3,10.1,30786.34,54,0.4522,1160.16,bad
1299.0,new car,815,0.0635,0.9972,0,1,7,0.5,36487.18,23,0.15,456.09,good
1271.0,radio/tv,813,0.1027,0.9545,0,0,6,8.1,45160.68,14,0.2068,778.45,bad
1393.0,new car,820,0.1215,1.0,1,0,3,2.7,31339.03,31,0.1547,404.1,good
691.0,new car,636,0.461,0.7773,1,2,6,5.2,37606.29,131,0.3503,1097.77,bad
5045.0,new car,779,0.0307,0.9644,1,0,4,9.2,52209.14,147,0.1344,584.93,good
2124.0,furniture/equipment,550,0.5453,0.6376,2,0,7,6.6,28843.6,13,0.3904,938.46,bad
2214.0,radio/tv,615,0.5219,0.7787,2,2,4,5.5,20441.06,23,0.3513,598.35,good
12680.0,new car,733,0.2639,0.8986,2,2,2,8.0,80870.85,138,0.2026,1365.64,bad
2463.0,new car,751,0.2076,0.9089,1,1,7,5.1,33883.66,73,0.1565,441.87,good
1155.0,radio/tv,716,0.2566,0.8694,1,1,7,5.7,27025.82,131,0.2694,606.79,good
3108.0,furniture/equipment,470,0.5723,0.6261,4,3,3,6.3,23229.12,0,0.5116,990.4,bad
2901.0,used car,810,0.0727,0.9149,0,0,6,10.7,30106.43,0,0.0603,151.21,good
3617.0,furniture/equipment,732,0.2934,0.8545,1,0,7,7.4,30189.88,123,0.2147,540.21,good
1655.0,radio/tv,850,0.0411,0.9814,0,0,5,11.1,41367.28,128,0.1522,524.54,good
2812.0,used car,724,0.2345,0.8817,0,2,3,7.6,40604.76,131,0.155,524.56,good
8065.0,education,370,0.6996,0.4703,3,2,5,2.0,61572.5,19,0.6144,3152.42,bad
3275.0,used car,831,0.0714,0.9232,0,0,3,7.4,92165.71,123,0.0594,456.25,good
2223.0,radio/tv,769,0.1827,0.9342,0,0,5,7.7,38012.11,124,0.1386,439.09,good
1480.0,new car,738,0.179,0.8673,2,2,6,9.3,28137.7,0,0.1787,418.9,good
1371.0,new car,489,0.561,0.6207,2,1,5,6.2,36966.59,18,0.517,1592.55,bad
3535.0,new car,818,0.1993,0.9289,0,1,5,8.8,39958.45,60,0.2044,680.76,good
3509.0,radio/tv,675,0.3249,0.8287,2,0,4,2.8,45114.11,57,0.3215,1208.86,good
5711.0,used car,837,0.0864,0.9345,0,0,6,2.1,86535.28,130,0.1326,955.91,good
3872.0,repairs,630,0.397,0.807,3,2,3,5.3,52081.72,0,0.3019,1310.22,good
4933.0,radio/tv,771,0.2111,0.9408,0,0,6,2.4,39462.59,56,0.2056,676.09,bad
1940.0,new car,850,0.0,1.0,0,0,5,8.3,49386.26,133,0.1152,473.95,good
1410.0,retraining,745,0.1676,0.9279,0,0,5,4.7,22362.93,33,0.1832,341.34,good
836.0,new car,423,0.6384,0.6046,3,0,2,0.5,12000.0,0,0.4859,485.94,bad
6468.0,used car,838,0.1851,0.9642,0,0,5,9.2,86383.83,0,0.1091,785.68,good
1941.0,business,779,0.26,0.8923,0,1,5,4.6,27255.02,32,0.2219,503.92,good
2675.0,radio/tv,789,0.1246,0.9531,0,0,5,8.5,50486.02,138,0.1241,522.25,good
2751.0,used car,849,0.0936,0.9586,0,0,5,7.3,36871.46,124,0.1551,476.55,good
6224.0,education,432,0.6997,0.5322,4,1,6,6.2,58192.22,113,0.562,2725.28,bad
5998.0,education,349,0.8014,0.5664,5,1,3,2.0,13701.42,16,0.5465,623.95,bad
1188.0,business,616,0.4589,0.7924,3,3,3,6.7,37074.92,137,0.322,994.92,bad
6313.0,used car,845,0.04,0.9495,1,0,3,9.9,80726.89,128,0.109,733.16,good
1221.0,furniture/equipment,850,0.0658,0.9928,0,0,9,6.2,40391.0,38,0.1291,434.42,good
2892.0,furniture/equipment,627,0.4905,0.7835,4,0,5,7.8,41250.72,131,0.3436,1181.21,good
3062.0,furniture/equipment,737,0.2632,0.8769,0,1,3,6.5,33835.19,121,0.2514,708.72,good
2301.0,furniture/equipment,744,0.148,0.8909,0,0,5,10.5,30354.75,3,0.213,538.73,good
7511.0,used car,773,0.1216,0.9077,0,1,2,8.6,42537.64,120,0.1039,368.16,bad
1258.0,furniture/equipment,742,0.0829,0.9036,1,1,6,8.5,19698.24,4,0.2123,348.45,good
717.0,new car,793,0.1324,0.9439,1,0,4,9.3,54528.1,142,0.1195,543.14,good
1549.0,new car,736,0.2023,0.907,2,0,5,0.8,15135.61,16,0.2275,286.97,good
1597.0,education,719,0.1568,0.8911,0,0,6,7.1,42095.31,136,0.2354,825.73,good
1795.0,radio/tv,751,0.1789,0.8771,1,0,4,7.4,28488.42,130,0.1852,439.55,good
4272.0,furniture/equipment,645,0.4485,0.8643,3,0,5,7.8,39226.5,128,0.2947,963.28,good
976.0,radio/tv,816,0.1642,0.9427,0,0,7,8.5,40483.88,138,0.1742,587.64,good
7472.0,new car,643,0.3609,0.7651,1,3,4,6.2,12000.0,0,0.2929,292.87,good
9271.0,new car,459,0.6187,0.6356,4,1,4,1.1,18518.53,47,0.4958,765.13,bad
590.0,radio/tv,760,0.0638,0.9524,2,1,2,8.2,22019.25,0,0.1641,301.11,good
930.0,radio/tv,824,0.0097,0.9534,0,0,9,8.9,69695.11,132,0.121,703.0,good
9283.0,used car,545,0.5325,0.6615,1,1,4,4.0,73430.99,0,0.4068,2489.11,good
1778.0,new car,412,0.7206,0.6107,6,2,6,0.5,12000.0,0,0.4855,485.47,bad
907.0,business,700,0.2453,0.8615,2,0,2,4.2,49133.63,0,0.2766,1132.34,good
484.0,radio/tv,823,0.0975,0.9297,0,0,4,7.3,19570.48,73,0.1714,279.49,good
9629.0,used car,695,0.3205,0.864,1,1,5,9.9,45214.18,66,0.2582,972.72,bad
3051.0,domestic appliance,502,0.652,0.6338,0,1,5,7.1,29793.1,16,0.4062,1008.43,bad
3931.0,new car,401,0.6763,0.5315,3,3,2,6.9,39952.42,51,0.5577,1856.82,bad
7432.0,new car,440,0.7315,0.5483,3,1,3,1.1,42223.33,15,0.6262,2203.26,good
1338.0,domestic appliance,838,0.1872,0.9424,0,0,3,10.1,61271.06,29,0.106,541.12,good
1554.0,radio/tv,808,0.0772,0.9919,1,0,6,5.3,55705.8,59,0.2108,978.48,good
15857.0,other,377,0.7758,0.4603,8,2,3,5.3,74436.58,0,0.6032,3741.48,good
1345.0,radio/tv,486,0.6095,0.5871,3,2,6,4.3,40782.42,17,0.4998,1698.62,bad
1101.0,new car,669,0.2532,0.8782,1,0,4,2.3,39698.2,37,0.3241,1072.24,good
3016.0,radio/tv,681,0.2656,0.8733,1,0,3,1.7,37175.05,33,0.2342,725.62,good
2712.0,furniture/equipment,529,0.5692,0.666,3,3,3,1.5,31871.08,112,0.522,1386.28,bad
731.0,new car,685,0.2823,0.7812,1,1,5,8.4,23810.45,123,0.2972,589.66,good
3780.0,furniture/equipment,781,0.0995,0.864,0,1,6,6.6,81487.93,0,0.1557,1057.59,good
1602.0,new car,541,0.4755,0.7407,3,0,4,6.3,31042.45,123,0.4273,1105.41,good
3966.0,new car,455,0.562,0.5979,1,1,6,8.3,24295.92,115,0.4713,954.19,bad
4165.0,business,621,0.3382,0.7936,3,0,5,4.1,48326.63,20,0.3184,1282.2,bad
8335.0,used car,672,0.2954,0.8316,1,1,5,6.6,52148.9,122,0.2434,1057.85,bad
6681.0,business,550,0.457,0.6891,3,1,5,8.2,42717.01,26,0.3911,1392.05,good
2375.0,business,786,0.1497,0.9873,1,0,4,3.0,41460.22,25,0.2038,704.0,good
1216.0,new car,413,0.8323,0.4783,1,0,2,2.4,22069.52,0,0.5112,940.21,bad
11816.0,business,300,0.7947,0.4673,5,0,6,3.5,32490.51,100,0.6097,1650.7,bad
5084.0,radio/tv,751,0.266,0.8801,0,0,3,6.2,42441.37,126,0.1759,622.13,good
